تتبع LL(1) الرسمي: Stack → Lookahead → Action
====================================================================================================
  1 | Start | "برنامج" (Program) | M[Start, Program] = ProgramUnit Eof
 22 | FieldListTail RightBrace Semicolon DefinitionList Block Dot Eof | ";" (Semicolon) | M[FieldListTail, Semicolon] = Semicolon FieldList
 23 | Semicolon FieldList RightBrace Semicolon DefinitionList Block Dot Eof | ";" (Semicolon) | Match terminal Semicolon
 24 | FieldList RightBrace Semicolon DefinitionList Block Dot Eof | "ص" (Identifier) | M[FieldList, Identifier] = FieldDeclaration FieldListTail
 25 | FieldDeclaration FieldListTail RightBrace Semicolon DefinitionList Block Dot Eof | "ص" (Identifier) | M[FieldDeclaration, Identifier] = Identifier Colon DataType
 26 | Identifier Colon DataType FieldListTail RightBrace Semicolon DefinitionList Block Dot Eof | "ص" (Identifier) | Match terminal Identifier
 27 | Colon DataType FieldListTail RightBrace Semicolon DefinitionList Block Dot Eof | ":" (Colon) | Match terminal Colon
 28 | DataType FieldListTail RightBrace Semicolon DefinitionList Block Dot Eof | "صحيح" (TypeInt) | M[DataType, TypeInt] = TypeInt
 29 | TypeInt FieldListTail RightBrace Semicolon DefinitionList Block Dot Eof | "صحيح" (TypeInt) | Match terminal TypeInt
 30 | FieldListTail RightBrace Semicolon DefinitionList Block Dot Eof | ";" (Semicolon) | M[FieldListTail, Semicolon] = Semicolon FieldList
 31 | Semicolon FieldList RightBrace Semicolon DefinitionList Block Dot Eof | ";" (Semicolon) | Match terminal Semicolon
 32 | FieldList RightBrace Semicolon DefinitionList Block Dot Eof | "رمز" (Identifier) | M[FieldList, Identifier] = FieldDeclaration FieldListTail
 33 | FieldDeclaration FieldListTail RightBrace Semicolon DefinitionList Block Dot Eof | "رمز" (Identifier) | M[FieldDeclaration, Identifier] = Identifier Colon DataType
 34 | Identifier Colon DataType FieldListTail RightBrace Semicolon DefinitionList Block Dot Eof | "رمز" (Identifier) | Match terminal Identifier
 35 | Colon DataType FieldListTail RightBrace Semicolon DefinitionList Block Dot Eof | ":" (Colon) | Match terminal Colon
 36 | DataType FieldListTail RightBrace Semicolon DefinitionList Block Dot Eof | "حرفي" (TypeChar) | M[DataType, TypeChar] = TypeChar
 37 | TypeChar FieldListTail RightBrace Semicolon DefinitionList Block Dot Eof | "حرفي" (TypeChar) | Match terminal TypeChar
 38 | FieldListTail RightBrace Semicolon DefinitionList Block Dot Eof | "}" (RightBrace) | M[FieldListTail, RightBrace] = ε
 39 | RightBrace Semicolon DefinitionList Block Dot Eof | "}" (RightBrace) | Match terminal RightBrace
 40 | Semicolon DefinitionList Block Dot Eof | ";" (Semicolon) | Match terminal Semicolon
 41 | DefinitionList Block Dot Eof | "متغير" (Variable) | M[DefinitionList, Variable] = Definition DefinitionList
 42 | Definition DefinitionList Block Dot Eof | "متغير" (Variable) | M[Definition, Variable] = VariableDeclaration
 43 | VariableDeclaration DefinitionList Block Dot Eof | "متغير" (Variable) | M[VariableDeclaration, Variable] = Variable NameList Colon DataType Semicolon
 44 | Variable NameList Colon DataType Semicolon DefinitionList Block Dot Eof | "متغير" (Variable) | Match terminal Variable
 45 | NameList Colon DataType Semicolon DefinitionList Block Dot Eof | "نقطة_أ" (Identifier) | M[NameList, Identifier] = Identifier NameListTail
 46 | Identifier NameListTail Colon DataType Semicolon DefinitionList Block Dot Eof | "نقطة_أ" (Identifier) | Match terminal Identifier
 47 | NameListTail Colon DataType Semicolon DefinitionList Block Dot Eof | ":" (Colon) | M[NameListTail, Colon] = ε
 48 | Colon DataType Semicolon DefinitionList Block Dot Eof | ":" (Colon) | Match terminal Colon
 49 | DataType Semicolon DefinitionList Block Dot Eof | "نقطة_هندسية" (Identifier) | M[DataType, Identifier] = Identifier
 50 | Identifier Semicolon DefinitionList Block Dot Eof | "نقطة_هندسية" (Identifier) | Match terminal Identifier
 51 | Semicolon DefinitionList Block Dot Eof | ";" (Semicolon) | Match terminal Semicolon
 52 | DefinitionList Block Dot Eof | "متغير" (Variable) | M[DefinitionList, Variable] = Definition DefinitionList
 53 | Definition DefinitionList Block Dot Eof | "متغير" (Variable) | M[Definition, Variable] = VariableDeclaration
 54 | VariableDeclaration DefinitionList Block Dot Eof | "متغير" (Variable) | M[VariableDeclaration, Variable] = Variable NameList Colon DataType Semicolon
 55 | Variable NameList Colon DataType Semicolon DefinitionList Block Dot Eof | "متغير" (Variable) | Match terminal Variable
 56 | NameList Colon DataType Semicolon DefinitionList Block Dot Eof | "نقطة_ب" (Identifier) | M[NameList, Identifier] = Identifier NameListTail
 57 | Identifier NameListTail Colon DataType Semicolon DefinitionList Block Dot Eof | "نقطة_ب" (Identifier) | Match terminal Identifier
 58 | NameListTail Colon DataType Semicolon DefinitionList Block Dot Eof | ":" (Colon) | M[NameListTail, Colon] = ε
 59 | Colon DataType Semicolon DefinitionList Block Dot Eof | ":" (Colon) | Match terminal Colon
 60 | DataType Semicolon DefinitionList Block Dot Eof | "نقطة_هندسية" (Identifier) | M[DataType, Identifier] = Identifier
 61 | Identifier Semicolon DefinitionList Block Dot Eof | "نقطة_هندسية" (Identifier) | Match terminal Identifier
 62 | Semicolon DefinitionList Block Dot Eof | ";" (Semicolon) | Match terminal Semicolon
 63 | DefinitionList Block Dot Eof | "متغير" (Variable) | M[DefinitionList, Variable] = Definition DefinitionList
 64 | Definition DefinitionList Block Dot Eof | "متغير" (Variable) | M[Definition, Variable] = VariableDeclaration
 65 | VariableDeclaration DefinitionList Block Dot Eof | "متغير" (Variable) | M[VariableDeclaration, Variable] = Variable NameList Colon DataType Semicolon
 66 | Variable NameList Colon DataType Semicolon DefinitionList Block Dot Eof | "متغير" (Variable) | Match terminal Variable
 67 | NameList Colon DataType Semicolon DefinitionList Block Dot Eof | "مجموع_الإحداثيات" (Identifier) | M[NameList, Identifier] = Identifier NameListTail
 68 | Identifier NameListTail Colon DataType Semicolon DefinitionList Block Dot Eof | "مجموع_الإحداثيات" (Identifier) | Match terminal Identifier
 69 | NameListTail Colon DataType Semicolon DefinitionList Block Dot Eof | ":" (Colon) | M[NameListTail, Colon] = ε
 70 | Colon DataType Semicolon DefinitionList Block Dot Eof | ":" (Colon) | Match terminal Colon
 71 | DataType Semicolon DefinitionList Block Dot Eof | "صحيح" (TypeInt) | M[DataType, TypeInt] = TypeInt
 72 | TypeInt Semicolon DefinitionList Block Dot Eof | "صحيح" (TypeInt) | Match terminal TypeInt
 73 | Semicolon DefinitionList Block Dot Eof | ";" (Semicolon) | Match terminal Semicolon
 74 | DefinitionList Block Dot Eof | "{" (LeftBrace) | M[DefinitionList, LeftBrace] = ε
 75 | Block Dot Eof | "{" (LeftBrace) | M[Block, LeftBrace] = LeftBrace StatementList RightBrace
 76 | LeftBrace StatementList RightBrace Dot Eof | "{" (LeftBrace) | Match terminal LeftBrace
 77 | StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[StatementList, Identifier] = Statement StatementList
 78 | Statement StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Statement, Identifier] = IdentifierStatement
 79 | IdentifierStatement StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[IdentifierStatement, Identifier] = Identifier IdentifierStatementTail
 80 | Identifier IdentifierStatementTail StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | Match terminal Identifier
 81 | IdentifierStatementTail StatementList RightBrace Dot Eof | "." (Dot) | M[IdentifierStatementTail, Dot] = AccessTail Assign Expression Semicolon
 82 | AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
 83 | Dot Identifier AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
 84 | Identifier AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "س" (Identifier) | Match terminal Identifier
 85 | AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "=" (Assign) | M[AccessTail, Assign] = ε
 86 | Assign Expression Semicolon StatementList RightBrace Dot Eof | "=" (Assign) | Match terminal Assign
 87 | Expression Semicolon StatementList RightBrace Dot Eof | "10" (Integer) | M[Expression, Integer] = SimpleExpression RelationTail
 88 | SimpleExpression RelationTail Semicolon StatementList RightBrace Dot Eof | "10" (Integer) | M[SimpleExpression, Integer] = SignOpt Term AdditionTail
 89 | SignOpt Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "10" (Integer) | M[SignOpt, Integer] = ε
 90 | Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "10" (Integer) | M[Term, Integer] = Factor MultiplicationTail
 91 | Factor MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "10" (Integer) | M[Factor, Integer] = Integer
 92 | Integer MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "10" (Integer) | Match terminal Integer
 93 | MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[MultiplicationTail, Semicolon] = ε
 94 | AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[AdditionTail, Semicolon] = ε
 95 | RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[RelationTail, Semicolon] = ε
 96 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
 97 | StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[StatementList, Identifier] = Statement StatementList
 98 | Statement StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Statement, Identifier] = IdentifierStatement
 99 | IdentifierStatement StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[IdentifierStatement, Identifier] = Identifier IdentifierStatementTail
100 | Identifier IdentifierStatementTail StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | Match terminal Identifier
101 | IdentifierStatementTail StatementList RightBrace Dot Eof | "." (Dot) | M[IdentifierStatementTail, Dot] = AccessTail Assign Expression Semicolon
102 | AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
103 | Dot Identifier AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
104 | Identifier AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "ص" (Identifier) | Match terminal Identifier
105 | AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "=" (Assign) | M[AccessTail, Assign] = ε
106 | Assign Expression Semicolon StatementList RightBrace Dot Eof | "=" (Assign) | Match terminal Assign
107 | Expression Semicolon StatementList RightBrace Dot Eof | "20" (Integer) | M[Expression, Integer] = SimpleExpression RelationTail
108 | SimpleExpression RelationTail Semicolon StatementList RightBrace Dot Eof | "20" (Integer) | M[SimpleExpression, Integer] = SignOpt Term AdditionTail
109 | SignOpt Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "20" (Integer) | M[SignOpt, Integer] = ε
110 | Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "20" (Integer) | M[Term, Integer] = Factor MultiplicationTail
111 | Factor MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "20" (Integer) | M[Factor, Integer] = Integer
112 | Integer MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "20" (Integer) | Match terminal Integer
113 | MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[MultiplicationTail, Semicolon] = ε
114 | AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[AdditionTail, Semicolon] = ε
115 | RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[RelationTail, Semicolon] = ε
116 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
117 | StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[StatementList, Identifier] = Statement StatementList
118 | Statement StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Statement, Identifier] = IdentifierStatement
119 | IdentifierStatement StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[IdentifierStatement, Identifier] = Identifier IdentifierStatementTail
120 | Identifier IdentifierStatementTail StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | Match terminal Identifier
121 | IdentifierStatementTail StatementList RightBrace Dot Eof | "." (Dot) | M[IdentifierStatementTail, Dot] = AccessTail Assign Expression Semicolon
122 | AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
123 | Dot Identifier AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
124 | Identifier AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "رمز" (Identifier) | Match terminal Identifier
125 | AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "=" (Assign) | M[AccessTail, Assign] = ε
126 | Assign Expression Semicolon StatementList RightBrace Dot Eof | "=" (Assign) | Match terminal Assign
127 | Expression Semicolon StatementList RightBrace Dot Eof | "A" (Character) | M[Expression, Character] = SimpleExpression RelationTail
128 | SimpleExpression RelationTail Semicolon StatementList RightBrace Dot Eof | "A" (Character) | M[SimpleExpression, Character] = SignOpt Term AdditionTail
129 | SignOpt Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "A" (Character) | M[SignOpt, Character] = ε
130 | Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "A" (Character) | M[Term, Character] = Factor MultiplicationTail
131 | Factor MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "A" (Character) | M[Factor, Character] = Character
132 | Character MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "A" (Character) | Match terminal Character
133 | MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[MultiplicationTail, Semicolon] = ε
134 | AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[AdditionTail, Semicolon] = ε
135 | RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[RelationTail, Semicolon] = ε
136 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
137 | StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[StatementList, Identifier] = Statement StatementList
138 | Statement StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Statement, Identifier] = IdentifierStatement
139 | IdentifierStatement StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[IdentifierStatement, Identifier] = Identifier IdentifierStatementTail
140 | Identifier IdentifierStatementTail StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | Match terminal Identifier
141 | IdentifierStatementTail StatementList RightBrace Dot Eof | "." (Dot) | M[IdentifierStatementTail, Dot] = AccessTail Assign Expression Semicolon
142 | AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
143 | Dot Identifier AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
144 | Identifier AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "س" (Identifier) | Match terminal Identifier
145 | AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "=" (Assign) | M[AccessTail, Assign] = ε
146 | Assign Expression Semicolon StatementList RightBrace Dot Eof | "=" (Assign) | Match terminal Assign
147 | Expression Semicolon StatementList RightBrace Dot Eof | "30" (Integer) | M[Expression, Integer] = SimpleExpression RelationTail
148 | SimpleExpression RelationTail Semicolon StatementList RightBrace Dot Eof | "30" (Integer) | M[SimpleExpression, Integer] = SignOpt Term AdditionTail
149 | SignOpt Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "30" (Integer) | M[SignOpt, Integer] = ε
150 | Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "30" (Integer) | M[Term, Integer] = Factor MultiplicationTail
151 | Factor MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "30" (Integer) | M[Factor, Integer] = Integer
152 | Integer MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "30" (Integer) | Match terminal Integer
153 | MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[MultiplicationTail, Semicolon] = ε
154 | AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[AdditionTail, Semicolon] = ε
155 | RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[RelationTail, Semicolon] = ε
156 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
157 | StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[StatementList, Identifier] = Statement StatementList
158 | Statement StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Statement, Identifier] = IdentifierStatement
159 | IdentifierStatement StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[IdentifierStatement, Identifier] = Identifier IdentifierStatementTail
160 | Identifier IdentifierStatementTail StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | Match terminal Identifier
161 | IdentifierStatementTail StatementList RightBrace Dot Eof | "." (Dot) | M[IdentifierStatementTail, Dot] = AccessTail Assign Expression Semicolon
162 | AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
163 | Dot Identifier AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
164 | Identifier AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "ص" (Identifier) | Match terminal Identifier
165 | AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "=" (Assign) | M[AccessTail, Assign] = ε
166 | Assign Expression Semicolon StatementList RightBrace Dot Eof | "=" (Assign) | Match terminal Assign
167 | Expression Semicolon StatementList RightBrace Dot Eof | "40" (Integer) | M[Expression, Integer] = SimpleExpression RelationTail
168 | SimpleExpression RelationTail Semicolon StatementList RightBrace Dot Eof | "40" (Integer) | M[SimpleExpression, Integer] = SignOpt Term AdditionTail
169 | SignOpt Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "40" (Integer) | M[SignOpt, Integer] = ε
170 | Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "40" (Integer) | M[Term, Integer] = Factor MultiplicationTail
171 | Factor MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "40" (Integer) | M[Factor, Integer] = Integer
172 | Integer MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "40" (Integer) | Match terminal Integer
173 | MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[MultiplicationTail, Semicolon] = ε
174 | AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[AdditionTail, Semicolon] = ε
175 | RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[RelationTail, Semicolon] = ε
176 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
177 | StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[StatementList, Identifier] = Statement StatementList
178 | Statement StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Statement, Identifier] = IdentifierStatement
179 | IdentifierStatement StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[IdentifierStatement, Identifier] = Identifier IdentifierStatementTail
180 | Identifier IdentifierStatementTail StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | Match terminal Identifier
181 | IdentifierStatementTail StatementList RightBrace Dot Eof | "." (Dot) | M[IdentifierStatementTail, Dot] = AccessTail Assign Expression Semicolon
182 | AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
183 | Dot Identifier AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
184 | Identifier AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "رمز" (Identifier) | Match terminal Identifier
185 | AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "=" (Assign) | M[AccessTail, Assign] = ε
186 | Assign Expression Semicolon StatementList RightBrace Dot Eof | "=" (Assign) | Match terminal Assign
187 | Expression Semicolon StatementList RightBrace Dot Eof | "B" (Character) | M[Expression, Character] = SimpleExpression RelationTail
188 | SimpleExpression RelationTail Semicolon StatementList RightBrace Dot Eof | "B" (Character) | M[SimpleExpression, Character] = SignOpt Term AdditionTail
189 | SignOpt Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "B" (Character) | M[SignOpt, Character] = ε
190 | Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "B" (Character) | M[Term, Character] = Factor MultiplicationTail
191 | Factor MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "B" (Character) | M[Factor, Character] = Character
192 | Character MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "B" (Character) | Match terminal Character
193 | MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[MultiplicationTail, Semicolon] = ε
194 | AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[AdditionTail, Semicolon] = ε
195 | RelationTail Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | M[RelationTail, Semicolon] = ε
196 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
197 | StatementList RightBrace Dot Eof | "مجموع_الإحداثيات" (Identifier) | M[StatementList, Identifier] = Statement StatementList
198 | Statement StatementList RightBrace Dot Eof | "مجموع_الإحداثيات" (Identifier) | M[Statement, Identifier] = IdentifierStatement
199 | IdentifierStatement StatementList RightBrace Dot Eof | "مجموع_الإحداثيات" (Identifier) | M[IdentifierStatement, Identifier] = Identifier IdentifierStatementTail
200 | Identifier IdentifierStatementTail StatementList RightBrace Dot Eof | "مجموع_الإحداثيات" (Identifier) | Match terminal Identifier
201 | IdentifierStatementTail StatementList RightBrace Dot Eof | "=" (Assign) | M[IdentifierStatementTail, Assign] = AccessTail Assign Expression Semicolon
202 | AccessTail Assign Expression Semicolon StatementList RightBrace Dot Eof | "=" (Assign) | M[AccessTail, Assign] = ε
203 | Assign Expression Semicolon StatementList RightBrace Dot Eof | "=" (Assign) | Match terminal Assign
204 | Expression Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Expression, Identifier] = SimpleExpression RelationTail
205 | SimpleExpression RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[SimpleExpression, Identifier] = SignOpt Term AdditionTail
206 | SignOpt Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[SignOpt, Identifier] = ε
207 | Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Term, Identifier] = Factor MultiplicationTail
208 | Factor MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Factor, Identifier] = Access
209 | Access MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Access, Identifier] = Identifier AccessTail
210 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | Match terminal Identifier
211 | AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
212 | Dot Identifier AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
213 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "س" (Identifier) | Match terminal Identifier
214 | AccessTail MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "+" (Plus) | M[AccessTail, Plus] = ε
215 | MultiplicationTail AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "+" (Plus) | M[MultiplicationTail, Plus] = ε
216 | AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "+" (Plus) | M[AdditionTail, Plus] = AdditionOperator Term AdditionTail
217 | AdditionOperator Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "+" (Plus) | M[AdditionOperator, Plus] = Plus
218 | Plus Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "+" (Plus) | Match terminal Plus
219 | Term AdditionTail RelationTail Semicolon StatementList RightBrace Dot Eof | "نقطة_أ" (Identifier) | M[Term, Identifier] = Factor MultiplicationTail
